STATEFIP,YEAR,mean_routine,mean_abstract,mean_manual,total_emp
1,2016,2.29643307970689,3.7163807572658754,2.254941140305619,8405553.2291
1,2017,2.3008198048018254,3.724526356914906,2.248916618377432,8495210.5599
1,2018,2.2988811631384434,3.721262861145215,2.2560195935409024,9090479.2917
1,2019,2.2905105221491944,3.708637999433339,2.25859184762216,9743654.838399999
1,2020,2.2930443198081703,3.728266265383417,2.2642789709004383,9305348.635699999
1,2021,2.2989172208639124,3.709110927015924,2.257151427361303,8977548.466
1,2022,2.270792620377383,3.7108247304081208,2.238138627601887,9523653.0948
1,2023,2.2850253660950632,3.7197650684775527,2.234213348157052,9632960.7067
1,2024,2.2694823545820912,3.738145420836703,2.219237411316801,9791449.6643
1,2025,2.2975333804734666,3.736348725782791,2.2463405492245636,9745489.9498
1,2026,2.254815348042659,3.7507012790938505,2.199666585001476,1685820.1435
2,1977,2.2184859637975363,3.7491117945692647,2.2557612468599357,280279.13
2,1978,2.2364123431308767,3.7467502969194624,2.256179105372494,652168.2100000001
